season,team1,team2,venue,toss_winner,toss_decision,team1_avg_score,team2_avg_score,team1_win_rate,team2_win_rate,h2h_team1_wins,h2h_team2_wins,team1_key_player_fit,team2_key_player_fit,home_advantage,winner
2015,Kings XI Punjab,Rajasthan Royals,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,170,159,0.51,0.46,4,15,0,1,1,Kings XI Punjab
2015,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,155,164,0.52,0.42,6,8,0,0,1,Sunrisers Hyderabad
2015,Royal Challengers Bangalore,Chennai Super Kings,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,163,174,0.44,0.54,5,14,1,1,1,Chennai Super Kings
2015,Delhi Daredevils,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,bat,168,188,0.4,0.68,1,16,0,1,1,Mumbai Indians
2015,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,176,176,0.67,0.53,13,8,1,0,1,Chennai Super Kings
2015,Delhi Daredevils,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,158,147,0.52,0.56,3,3,0,0,1,Delhi Daredevils
2015,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Delhi Daredevils,bat,159,165,0.56,0.47,23,6,0,1,1,Kolkata Knight Riders
2015,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chennai",Kings XI Punjab,field,181,172,0.6,0.41,17,7,0,1,1,Chennai Super Kings
2015,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,159,155,0.51,0.57,11,5,1,1,1,Rajasthan Royals
2015,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Sunrisers Hyderabad,bat,169,162,0.43,0.54,8,7,1,1,1,Kings XI Punjab
2015,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,bat,154,172,0.43,0.49,6,3,1,0,1,Kolkata Knight Riders
2015,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,bat,177,181,0.59,0.67,8,14,0,0,1,Chennai Super Kings
2015,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,bat,153,171,0.55,0.44,3,6,1,1,1,Royal Challengers Bangalore
2015,Kings XI Punjab,Delhi Daredevils,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,174,159,0.51,0.41,10,8,0,1,1,Kings XI Punjab
2015,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Kings XI Punjab,field,162,179,0.46,0.67,1,22,0,0,1,Mumbai Indians
2015,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Mumbai Indians,bat,161,183,0.48,0.6,1,23,0,0,1,Mumbai Indians
2015,Kings XI Punjab,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,164,162,0.51,0.49,6,13,1,0,1,Kings XI Punjab
2015,Mumbai Indians,Delhi Daredevils,"Wankhede Stadium, Mumbai",Delhi Daredevils,field,168,161,0.62,0.5,17,1,0,0,1,Mumbai Indians
2015,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,bat,170,164,0.61,0.5,4,6,0,0,1,Kolkata Knight Riders
2015,Kings XI Punjab,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,172,173,0.46,0.46,5,17,1,1,1,Royal Challengers Bangalore
2015,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Kings XI Punjab,bat,177,170,0.67,0.51,24,1,0,1,1,Mumbai Indians
2015,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,bat,177,182,0.59,0.56,8,15,0,0,1,Kolkata Knight Riders
2015,Royal Challengers Bangalore,Kings XI Punjab,"M Chinnaswamy Stadium, Bangalore",Kings XI Punjab,bat,170,173,0.52,0.44,18,5,1,0,1,Royal Challengers Bangalore
2015,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,170,164,0.58,0.51,16,3,0,0,1,Kolkata Knight Riders
2015,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,175,166,0.66,0.5,21,7,0,1,1,Mumbai Indians
2015,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,field,187,166,0.6,0.45,4,2,1,1,1,Mumbai Indians
2015,Kings XI Punjab,Delhi Daredevils,"IS Bindra Stadium, Mohali",Kings XI Punjab,field,166,168,0.47,0.42,11,8,1,0,1,Kings XI Punjab
2015,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Delhi Daredevils,field,168,161,0.57,0.39,24,6,1,1,1,Kolkata Knight Riders
2015,Delhi Daredevils,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,bat,169,167,0.51,0.66,7,14,0,1,1,Chennai Super Kings
2015,Royal Challengers Bangalore,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,bat,162,168,0.46,0.56,7,3,0,1,1,Sunrisers Hyderabad
2015,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,field,174,170,0.43,0.56,9,14,0,0,1,Kolkata Knight Riders
2015,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,170,155,0.49,0.6,9,15,0,0,1,Royal Challengers Bangalore
2015,Royal Challengers Bangalore,Rajasthan Royals,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,173,161,0.45,0.53,10,5,1,0,1,Royal Challengers Bangalore
2015,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,153,190,0.61,0.64,6,9,0,0,1,Mumbai Indians
2015,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai Indians,field,170,176,0.67,0.48,22,7,1,0,1,Mumbai Indians
2015,Kings XI Punjab,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",Kolkata Knight Riders,bat,156,159,0.43,0.53,7,13,0,1,1,Kolkata Knight Riders
2015,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,155,153,0.6,0.57,17,3,1,1,1,Kolkata Knight Riders
2015,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Stadium, Hyderabad",Chennai Super Kings,field,169,160,0.52,0.66,3,11,1,1,1,Sunrisers Hyderabad
2015,Mumbai Indians,Delhi Daredevils,"Wankhede Stadium, Mumbai",Mumbai Indians,field,180,150,0.67,0.42,18,1,1,0,1,Mumbai Indians
2015,Kings XI Punjab,Delhi Daredevils,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,160,163,0.46,0.43,12,8,1,1,1,Kings XI Punjab
2015,Kings XI Punjab,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,165,180,0.46,0.51,5,19,0,0,1,Kings XI Punjab
2015,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,field,174,153,0.44,0.55,10,15,0,1,1,Kolkata Knight Riders
2015,Delhi Daredevils,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,151,163,0.49,0.5,7,17,0,1,1,Royal Challengers Bangalore
2015,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,bat,184,158,0.54,0.55,10,16,0,0,1,Royal Challengers Bangalore
2015,Royal Challengers Bangalore,Chennai Super Kings,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,169,168,0.51,0.67,5,15,1,0,1,Chennai Super Kings
2015,Royal Challengers Bangalore,Chennai Super Kings,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,160,173,0.48,0.61,5,16,0,1,1,Chennai Super Kings
2015,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Delhi Daredevils,field,166,163,0.48,0.47,25,6,0,1,1,Kolkata Knight Riders
2015,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,154,186,0.52,0.57,6,10,0,1,1,Mumbai Indians
2015,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,164,171,0.63,0.64,8,13,0,1,1,Mumbai Indians
2015,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,158,177,0.56,0.66,4,16,1,0,1,Mumbai Indians
2015,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,155,175,0.49,0.57,4,11,0,0,1,Chennai Super Kings
2015,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,178,163,0.58,0.55,15,9,1,0,1,Chennai Super Kings
2015,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi Stadium, Hyderabad",Delhi Daredevils,field,150,168,0.46,0.43,3,4,0,0,1,Delhi Daredevils
2016,Mumbai Indians,Delhi Daredevils,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,185,162,0.61,0.44,19,1,0,0,1,Mumbai Indians
2016,Delhi Daredevils,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,151,154,0.43,0.51,5,3,0,0,1,Sunrisers Hyderabad
2016,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Kolkata Knight Riders,bat,150,159,0.48,0.52,6,5,1,1,1,Sunrisers Hyderabad
2016,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,170,165,0.61,0.55,5,2,1,1,1,Mumbai Indians
2016,Rising Pune Supergiants,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,field,168,168,0.51,0.51,1,2,1,1,1,Sunrisers Hyderabad
2016,Kolkata Knight Riders,Gujarat Lions,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,165,169,0.54,0.43,5,4,0,0,1,Kolkata Knight Riders
2016,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Sunrisers Hyderabad,bat,159,158,0.41,0.55,9,7,1,1,1,Kings XI Punjab
2016,Kings XI Punjab,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",Royal Challengers Bangalore,bat,154,171,0.51,0.52,6,19,0,1,1,Royal Challengers Bangalore
2016,Mumbai Indians,Rising Pune Supergiants,"Wankhede Stadium, Mumbai",Rising Pune Supergiants,bat,172,160,0.68,0.52,5,3,1,0,1,Mumbai Indians
2016,Royal Challengers Bangalore,Rising Pune Supergiants,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,183,151,0.47,0.52,5,1,0,1,1,Rising Pune Supergiants
2016,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,bat,163,169,0.52,0.57,11,16,0,1,1,Kolkata Knight Riders
2016,Delhi Daredevils,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,158,161,0.46,0.58,6,26,0,1,1,Kolkata Knight Riders
2016,Kolkata Knight Riders,Gujarat Lions,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,172,166,0.54,0.44,6,4,1,1,1,Kolkata Knight Riders
2016,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,bat,158,147,0.51,0.55,5,7,1,0,1,Sunrisers Hyderabad
2016,Mumbai Indians,Delhi Daredevils,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,178,150,0.56,0.44,20,1,1,1,1,Mumbai Indians
2016,Sunrisers Hyderabad,Rising Pune Supergiants,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,bat,169,174,0.5,0.44,3,1,1,0,1,Sunrisers Hyderabad
2016,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Sunrisers Hyderabad,field,158,152,0.42,0.56,10,7,1,1,1,Kings XI Punjab
2016,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,167,160,0.47,0.5,5,8,1,1,1,Sunrisers Hyderabad
2016,Kolkata Knight Riders,Gujarat Lions,"Eden Gardens, Kolkata",Gujarat Lions,bat,169,152,0.53,0.51,7,4,0,1,1,Kolkata Knight Riders
2016,Royal Challengers Bangalore,Rising Pune Supergiants,"M Chinnaswamy Stadium, Bangalore",Rising Pune Supergiants,field,172,168,0.47,0.51,5,2,0,1,1,Royal Challengers Bangalore
2016,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,173,171,0.52,0.55,11,17,0,0,1,Royal Challengers Bangalore
2016,Royal Challengers Bangalore,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,bat,178,164,0.47,0.51,7,4,1,0,1,Royal Challengers Bangalore
2016,Rising Pune Supergiants,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,field,160,181,0.51,0.56,3,6,0,0,1,Mumbai Indians
2016,Mumbai Indians,Rising Pune Supergiants,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,180,167,0.59,0.51,7,3,1,0,1,Mumbai Indians
2016,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Kolkata Knight Riders,field,167,164,0.57,0.55,9,5,1,0,1,Sunrisers Hyderabad
2016,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Mumbai Indians,bat,151,188,0.48,0.69,1,25,0,1,1,Mumbai Indians
2016,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,field,186,170,0.65,0.47,23,7,1,0,1,Mumbai Indians
2016,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,170,161,0.59,0.44,27,6,1,0,1,Kolkata Knight Riders
2016,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,173,160,0.49,0.53,17,12,1,0,1,Kolkata Knight Riders
2016,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,175,164,0.6,0.52,5,10,1,1,1,Kolkata Knight Riders
2016,Gujarat Lions,Delhi Daredevils,"Saurashtra Cricket Association Stadium, Rajkot",Delhi Daredevils,bat,154,162,0.49,0.47,2,5,1,1,1,Gujarat Lions
2016,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,167,177,0.45,0.62,2,6,0,0,1,Mumbai Indians
2016,Kings XI Punjab,Delhi Daredevils,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,158,164,0.49,0.48,13,8,0,1,1,Kings XI Punjab
2016,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,field,180,169,0.68,0.55,11,6,1,1,1,Mumbai Indians
2016,Kings XI Punjab,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,173,172,0.5,0.57,7,14,1,0,1,Kings XI Punjab
2016,Gujarat Lions,Kings XI Punjab,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,bat,170,160,0.52,0.49,3,4,0,0,1,Gujarat Lions
2016,Royal Challengers Bangalore,Rising Pune Supergiants,"M Chinnaswamy Stadium, Bangalore",Rising Pune Supergiants,field,164,169,0.45,0.54,6,2,0,0,1,Rising Pune Supergiants
2016,Kolkata Knight Riders,Kings XI Punjab,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,164,156,0.51,0.5,14,8,1,0,1,Kolkata Knight Riders
2016,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,185,157,0.67,0.58,12,6,1,1,1,Mumbai Indians
2016,Gujarat Lions,Sunrisers Hyderabad,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,bat,167,168,0.53,0.44,3,1,0,0,1,Gujarat Lions
2016,Rising Pune Supergiants,Delhi Daredevils,"Maharashtra Cricket Association Stadium, Pune",Delhi Daredevils,field,173,173,0.55,0.42,4,4,1,0,1,Rising Pune Supergiants
2016,Rising Pune Supergiants,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,field,162,187,0.46,0.62,3,8,0,0,1,Mumbai Indians
2016,Sunrisers Hyderabad,Rising Pune Supergiants,"Rajiv Gandhi Stadium, Hyderabad",Rising Pune Supergiants,field,155,158,0.47,0.43,4,1,1,1,1,Sunrisers Hyderabad
2016,Delhi Daredevils,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,170,167,0.53,0.47,5,4,0,0,1,Delhi Daredevils
2016,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Mumbai Indians,bat,176,169,0.51,0.6,7,24,1,1,1,Mumbai Indians
2016,Mumbai Indians,Gujarat Lions,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,185,170,0.68,0.44,5,1,0,0,1,Mumbai Indians
2016,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,175,154,0.51,0.46,28,6,0,1,1,Kolkata Knight Riders
2016,Rising Pune Supergiants,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Sunrisers Hyderabad,field,155,169,0.43,0.54,1,5,1,1,1,Sunrisers Hyderabad
2016,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,bat,180,155,0.62,0.6,13,6,1,0,1,Mumbai Indians
2016,Gujarat Lions,Mumbai Indians,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,field,155,185,0.5,0.68,1,6,1,0,1,Mumbai Indians
2016,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,160,181,0.43,0.64,7,25,0,1,1,Mumbai Indians
2016,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,171,145,0.54,0.56,6,10,1,1,1,Sunrisers Hyderabad
2016,Rising Pune Supergiants,Gujarat Lions,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,bat,150,161,0.55,0.52,4,1,1,1,1,Rising Pune Supergiants
2016,Kings XI Punjab,Delhi Daredevils,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,162,166,0.52,0.44,14,8,1,1,1,Kings XI Punjab
2016,Delhi Daredevils,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,170,166,0.43,0.46,7,18,0,1,1,Delhi Daredevils
2016,Royal Challengers Bangalore,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,bat,164,146,0.44,0.53,8,4,0,1,1,Royal Challengers Bangalore
2016,Royal Challengers Bangalore,Rising Pune Supergiants,"M Chinnaswamy Stadium, Bangalore",Rising Pune Supergiants,field,177,164,0.55,0.42,6,3,1,0,1,Royal Challengers Bangalore
2016,Mumbai Indians,Delhi Daredevils,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,186,170,0.62,0.52,21,1,0,0,1,Mumbai Indians
2016,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,186,145,0.62,0.56,7,2,0,0,1,Mumbai Indians
2016,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,162,169,0.53,0.57,6,14,0,0,1,Mumbai Indians
2017,Gujarat Lions,Kings XI Punjab,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,bat,155,164,0.46,0.52,4,4,1,1,1,Kings XI Punjab
2017,Kolkata Knight Riders,Gujarat Lions,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,171,154,0.52,0.43,8,4,0,1,1,Kolkata Knight Riders
2017,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,152,169,0.44,0.41,7,11,1,0,1,Kings XI Punjab
2017,Gujarat Lions,Mumbai Indians,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,bat,154,168,0.51,0.63,1,7,1,1,1,Mumbai Indians
2017,Gujarat Lions,Sunrisers Hyderabad,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,bat,153,165,0.45,0.49,4,1,0,0,1,Gujarat Lions
2017,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Mumbai Indians,field,185,153,0.64,0.51,26,1,1,1,1,Mumbai Indians
2017,Delhi Daredevils,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,168,171,0.51,0.55,8,18,0,1,1,Royal Challengers Bangalore
2017,Delhi Daredevils,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,152,157,0.49,0.61,6,29,1,1,1,Kolkata Knight Riders
2017,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,173,156,0.51,0.49,6,11,1,1,1,Kolkata Knight Riders
2017,Royal Challengers Bangalore,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,165,145,0.48,0.45,9,4,0,1,1,Royal Challengers Bangalore
2017,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,152,173,0.45,0.42,4,6,0,1,1,Sunrisers Hyderabad
2017,Delhi Daredevils,Gujarat Lions,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,164,167,0.46,0.53,5,3,0,0,1,Delhi Daredevils
2017,Gujarat Lions,Royal Challengers Bangalore,"Saurashtra Cricket Association Stadium, Rajkot",Royal Challengers Bangalore,field,153,174,0.51,0.5,3,2,1,0,1,Royal Challengers Bangalore
2017,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,180,167,0.61,0.58,15,6,0,1,1,Mumbai Indians
2017,Kolkata Knight Riders,Rising Pune Supergiant,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,155,166,0.59,0.52,2,5,1,1,1,Kolkata Knight Riders
2017,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,bat,173,155,0.61,0.46,8,2,0,0,1,Mumbai Indians
2017,Mumbai Indians,Gujarat Lions,"Wankhede Stadium, Mumbai",Gujarat Lions,bat,179,165,0.61,0.52,8,1,0,1,1,Mumbai Indians
2017,Delhi Daredevils,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,155,170,0.44,0.58,1,22,0,0,1,Mumbai Indians
2017,Kings XI Punjab,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",Royal Challengers Bangalore,bat,165,174,0.51,0.53,6,20,1,0,1,Royal Challengers Bangalore
2017,Sunrisers Hyderabad,Gujarat Lions,"Rajiv Gandhi Stadium, Hyderabad",Gujarat Lions,bat,165,151,0.48,0.51,1,5,0,1,1,Gujarat Lions
2017,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,170,155,0.5,0.44,12,7,1,0,1,Kings XI Punjab
2017,Rising Pune Supergiant,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,bat,164,164,0.47,0.55,5,3,0,0,1,Kolkata Knight Riders
2017,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,168,184,0.51,0.54,4,10,0,0,1,Royal Challengers Bangalore
2017,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Kolkata Knight Riders,field,146,155,0.48,0.53,11,7,0,1,1,Kolkata Knight Riders
2017,Kings XI Punjab,Delhi Daredevils,"IS Bindra Stadium, Mohali",Delhi Daredevils,bat,157,163,0.41,0.44,15,8,0,1,1,Delhi Daredevils
2017,Royal Challengers Bangalore,Gujarat Lions,"M Chinnaswamy Stadium, Bangalore",Gujarat Lions,bat,182,153,0.48,0.53,3,3,0,1,1,Gujarat Lions
2017,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Delhi Daredevils,field,167,172,0.56,0.43,30,6,0,0,1,Kolkata Knight Riders
2017,Delhi Daredevils,Rising Pune Supergiant,"Arun Jaitley Stadium, Delhi",Rising Pune Supergiant,field,167,163,0.48,0.56,4,5,1,1,1,Rising Pune Supergiant
2017,Kolkata Knight Riders,Rising Pune Supergiant,"Eden Gardens, Kolkata",Rising Pune Supergiant,bat,161,160,0.54,0.59,4,5,0,0,1,Rising Pune Supergiant
2017,Kings XI Punjab,Delhi Daredevils,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,173,166,0.44,0.53,15,9,0,0,1,Kings XI Punjab
2017,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Mumbai Indians,bat,174,174,0.46,0.58,7,26,0,1,1,Mumbai Indians
2017,Kolkata Knight Riders,Gujarat Lions,"Eden Gardens, Kolkata",Gujarat Lions,bat,170,158,0.49,0.41,9,4,1,0,1,Kolkata Knight Riders
2017,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,165,182,0.47,0.54,4,11,0,1,1,Royal Challengers Bangalore
2017,Royal Challengers Bangalore,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,bat,164,166,0.49,0.47,12,4,1,0,1,Royal Challengers Bangalore
2017,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Stadium, Hyderabad",Mumbai Indians,bat,164,186,0.46,0.62,2,9,1,0,1,Mumbai Indians
2017,Royal Challengers Bangalore,Kings XI Punjab,"M Chinnaswamy Stadium, Bangalore",Kings XI Punjab,bat,176,163,0.44,0.44,21,6,0,1,1,Royal Challengers Bangalore
2017,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,165,156,0.47,0.48,8,11,1,1,1,Kolkata Knight Riders
2017,Royal Challengers Bangalore,Gujarat Lions,"M Chinnaswamy Stadium, Bangalore",Gujarat Lions,field,174,158,0.43,0.51,3,4,1,1,1,Gujarat Lions
2017,Royal Challengers Bangalore,Gujarat Lions,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,175,165,0.55,0.42,3,5,1,0,1,Royal Challengers Bangalore
2017,Rising Pune Supergiant,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Sunrisers Hyderabad,field,158,162,0.51,0.51,2,2,0,1,1,Sunrisers Hyderabad
